_id,packageName,sourceDir,title,subtitle,description,websiteUrl,type,createdAt,updatedAt
ObjectId(58a795355fbc457423b17500),com.nexage.ormma,com/nexage/ormma,Nexage Ormma,,,http://www.nexage.com/,ADVERTISEMENT,2017-02-18T00:16:36.012Z,2017-02-18T00:16:36.012Z
ObjectId(58a795355fbc457423b17501),com.ad4screen.sdk,com/ad4screen/sdk,Ad4Screen,,,http://www.ad4screen.com/,ADVERTISEMENT,2017-02-18T00:16:36.012Z,2017-02-20T00:16:36.012Z
ObjectId(58a795355fbc457423b17502),com.waystorm.ads,com/waystorm/ads,Waystorm,,,http://www.waystorm.com/about.htm;jsessionid=00E9F444714C8F0B068C56D75D0F04CB,ADVERTISEMENT,2017-02-18T00:16:36.013Z,2017-02-18T00:16:36.013Z
ObjectId(58a795355fbc457423b17503),vn.adflex,vn/adflex,Adflex,,,https://www.lyondellbasell.com/en/products-technology/polymers/trade-name/adflex/,ADVERTISEMENT,2017-02-18T00:16:36.013Z,2017-02-18T00:16:36.013Z
ObjectId(58a795365fbc457423b17504),jp.adstore.tracking,jp/adstore/tracking,Adstore Tracking,,,http://adinnovation.co.jp/tracking,ADVERTISEMENT,2017-02-18T00:16:36.013Z,2017-02-18T00:16:36.013Z
ObjectId(58a795365fbc457423b17505),com.adaffix,com/adaffix,adaffix,,,http://adaffix.com/,ADVERTISEMENT,2017-02-18T00:16:36.014Z,2017-02-18T00:16:36.014Z
ObjectId(58a795365fbc457423b17506),com.appia,com/appia,Digital Turbine - Appia,,,http://ir.digitalturbine.com/,ADVERTISEMENT,2017-02-18T00:16:36.014Z,2017-02-18T00:16:36.014Z
ObjectId(58a795365fbc457423b17507),com.fusepowered.ads,com/fusepowered/ads,FusePowered,,,https://www.fusepowered.com/,ADVERTISEMENT,2017-02-18T00:16:36.015Z,2017-02-18T00:16:36.015Z
ObjectId(58a795375fbc457423b17508),com.waps.ads,com/waps/ads,Waps,,,http://www.waps.cn/,ADVERTISEMENT,2017-02-18T00:16:36.015Z,2017-02-18T00:16:36.015Z
ObjectId(58a795375fbc457423b17509),com.umeng,com/umeng,Umeng,,,https://www.umeng.com/,ADVERTISEMENT,2017-02-18T00:16:36.015Z,2017-02-18T00:16:36.016Z
ObjectId(58a795375fbc457423b1750a),com.video.adsdk,com/video/adsdk,G+J Media - Video Ad,,,http://www.gujmedia.de/,ADVERTISEMENT,2017-02-18T00:16:36.016Z,2017-02-18T00:16:36.016Z
ObjectId(58a795385fbc457423b1750b),cc.admore.mobile,cc/admore/mobile,Admore,,,http://www.admore.tv/,ADVERTISEMENT,2017-02-18T00:16:36.016Z,2017-02-18T00:16:36.016Z
ObjectId(58a795385fbc457423b1750c),com.widdit,com/widdit,Widdit - Homebase,,,http://www.widdit.com/,ADVERTISEMENT,2017-02-18T00:16:36.017Z,2017-02-18T00:16:36.017Z
ObjectId(58a795385fbc457423b1750e),com.adfeiwo.ad,com/adfeiwo/ad,Adfeiwo,,,http://adfeiwo.com,ADVERTISEMENT,2017-02-18T00:16:36.018Z,2017-02-18T00:16:36.018Z
ObjectId(58a795395fbc457423b17510),com.medialets,com/medialets,Medialets,,,https://www.medialets.com/,ADVERTISEMENT,2017-02-18T00:16:36.018Z,2017-02-18T00:16:36.018Z
ObjectId(58a795395fbc457423b17511),com.adpick.advertiser,com/adpick/advertiser,AdPick,,,http://www.adpick.co.kr/,ADVERTISEMENT,2017-02-18T00:16:36.018Z,2017-02-18T00:16:36.018Z
ObjectId(58a7953a5fbc457423b17513),com.anttek.ad,com/anttek/ad,AntTek,,,http://www.anttek.com/,ADVERTISEMENT,2017-02-18T00:16:36.020Z,2017-02-18T00:16:36.020Z
ObjectId(58a7953a5fbc457423b17514),com.mobus.ad,com/mobus/ad,Mobious Ads,,,https://mobiusads.com/en/,ADVERTISEMENT,2017-02-18T00:16:36.021Z,2017-02-18T00:16:36.021Z
ObjectId(58a7953a5fbc457423b17515),com.appvador.ad,com/appvador/ad,AppVador,,,http://www.appvador.com/,ADVERTISEMENT,2017-02-18T00:16:36.021Z,2017-02-18T00:16:36.021Z
ObjectId(58aaf4333c89760004d085fd),com.google.ads,com/google/ads,Google Admob,,,https://www.google.com/admob/,ADVERTISEMENT,2017-02-20T13:50:43.828Z,2017-02-20T13:50:43.828Z
ObjectId(58aef13080d532000489f765),com.inmobi,com/inmobi,InMobi,,,http://www.inmobi.com/,ADVERTISEMENT,2017-02-23T14:26:56.146Z,2017-02-23T14:26:56.146Z
ObjectId(58aef1d580d532000489f766),com.chartboost,com/chartboost,ChartBoost,,,https://www.chartboost.com/,ADVERTISEMENT,2017-02-23T14:29:41.286Z,2017-02-23T14:29:41.286Z
ObjectId(58aef2b380d532000489f768),com.greystripe,com/greystripe,GreyStripe,,,http://greystripe.com,ADVERTISEMENT,2017-02-23T14:33:23.370Z,2017-02-23T14:33:23.370Z
ObjectId(58aef38080d532000489f76a),com.admob,com/admob,Admob,,,https://www.google.de/admob/,ADVERTISEMENT,2017-02-23T14:36:48.225Z,2017-02-23T14:36:48.225Z
ObjectId(58aef3b580d532000489f76b),com.burstly,com/burstly,Burstly,,,http://www.burstly.com,ADVERTISEMENT,2017-02-23T14:37:41.101Z,2017-02-23T14:37:41.101Z
ObjectId(58aef41c80d532000489f76c),com.cauly,com/cauly,Cauly,,,https://www.cauly.com/,ADVERTISEMENT,2017-02-23T14:39:24.732Z,2017-02-23T14:39:24.732Z
ObjectId(58aef43e80d532000489f76d),com.mobfox,com/mobfox,MobFox,,,http://www.mobfox.com/,ADVERTISEMENT,2017-02-23T14:39:58.889Z,2017-02-23T14:39:58.889Z
ObjectId(58aef48480d532000489f76e),com.appbrain,com/appbrain,AppBrain,,,https://www.appbrain.com/,ADVERTISEMENT,2017-02-23T14:41:08.699Z,2017-02-23T14:41:08.699Z
ObjectId(58aef4af80d532000489f76f),net.daum,net/daum,Daum,,,http://www.daum.net/,ADVERTISEMENT,2017-02-23T14:41:51.070Z,2017-02-23T14:41:51.070Z
ObjectId(58aef50d80d532000489f770),com.mdotm,com/mdotm,MdotM,,,http://www.crosschannel.com/,ADVERTISEMENT,2017-02-23T14:43:25.830Z,2017-02-23T14:43:25.830Z
ObjectId(58aef55180d532000489f771),com.inneractive,com/inneractive,InnerActive,,,http://inner-active.com/,ADVERTISEMENT,2017-02-23T14:44:33.661Z,2017-02-23T14:44:33.661Z
ObjectId(58aef59780d532000489f772),com.madhouse,com/madhouse,MadHouse,,,http://www.madhouse.co.jp/,ADVERTISEMENT,2017-02-23T14:45:43.177Z,2017-02-23T14:45:43.177Z
ObjectId(58aef5c880d532000489f773),net.youmi,net/youmi,YouMi,,,https://www.youmi.net/,ADVERTISEMENT,2017-02-23T14:46:32.027Z,2017-02-23T14:46:32.027Z
ObjectId(58aef5f980d532000489f774),de.madvertise,de/madvertise,Madvertise,,,http://madvertise.de/,ADVERTISEMENT,2017-02-23T14:47:21.490Z,2017-02-23T14:47:21.490Z
ObjectId(58aef69480d532000489f776),mediba.ad,mediba/ad,Mediba,,,http://www.mediba.jp/,ADVERTISEMENT,2017-02-23T14:49:56.789Z,2017-02-23T14:49:56.789Z
ObjectId(58aef6c680d532000489f777),com.huntmads,com/huntmads,Hunt Mobile Ads,,,http://www.wpstage.huntmads.com/,ADVERTISEMENT,2017-02-23T14:50:46.547Z,2017-02-23T14:50:46.547Z
ObjectId(58aef72b80d532000489f778),com.tapfortap,com/tapfortap,TapForTap,,,http://http://tapfortap.com,ADVERTISEMENT,2017-02-23T14:52:27.024Z,2017-02-23T14:52:27.024Z
ObjectId(58aef76080d532000489f779),net.metaps,net/metaps,Metaps,,,http://www.metaps.com/,ADVERTISEMENT,2017-02-23T14:53:20.525Z,2017-02-23T14:53:20.525Z
ObjectId(58aef78b80d532000489f77a),com.wiyun,com/wiyun,WiYun,,,http://www.wiyun.com,ADVERTISEMENT,2017-02-23T14:54:03.529Z,2017-02-23T14:54:03.529Z
ObjectId(58aef7dc80d532000489f77b),com.everbadge,com/everbadge,EverBadge,,,http://www.everbadge.com/,ADVERTISEMENT,2017-02-23T14:55:24.825Z,2017-02-23T14:55:24.825Z
ObjectId(58aef82f80d532000489f77c),com.wooboo,com/wooboo,WooBoo,,,http://www.wooboo.com.cn/,ADVERTISEMENT,2017-02-23T14:56:47.574Z,2017-02-23T14:56:47.574Z
ObjectId(58aef87780d532000489f77d),com.mt.airad,com/mt/airad,AirAd,,,,ADVERTISEMENT,2017-02-23T14:57:59.331Z,2017-02-23T14:57:59.331Z
ObjectId(58aef8bf80d532000489f77e),com.noqoush.adfalcon,com/noqoush/adfalcon,AdFalcon,,,http://adfalcon.com/en/,ADVERTISEMENT,2017-02-23T14:59:11.614Z,2017-02-23T14:59:11.614Z
ObjectId(58aef8e180d532000489f77f),com.moolah,com/moolah,Moolah,,,,ADVERTISEMENT,2017-02-23T14:59:45.597Z,2017-02-23T14:59:45.597Z
ObjectId(58aef91380d532000489f780),com.kuguo,com/kuguo,Kuguo,,,http://www.kugou.com/,ADVERTISEMENT,2017-02-23T15:00:35.432Z,2017-02-23T15:00:35.432Z
ObjectId(58aef94180d532000489f781),buzzcity,buzzcity,BuzzCity,,,http://www.buzzcity.com/,ADVERTISEMENT,2017-02-23T15:01:21.467Z,2017-02-23T15:01:21.467Z
ObjectId(58aef97a80d532000489f782),com.sellaring,com/sellaring,SellaRing,,,http://www.sellaring.com,ADVERTISEMENT,2017-02-23T15:02:18.286Z,2017-02-23T15:02:18.286Z
ObjectId(58aef9b180d532000489f783),com.admoda,com/admoda,AdModa,,,http://www.admoda.it/,ADVERTISEMENT,2017-02-23T15:03:13.107Z,2017-02-23T15:03:13.107Z
ObjectId(58aef9f480d532000489f784),com.quclix,com/quclix,QuClix,,,,ADVERTISEMENT,2017-02-23T15:04:20.710Z,2017-02-23T15:04:20.710Z
ObjectId(58aefa2780d532000489f785),com.ldevelop,com/ldevelop,LDevelop,,,,ADVERTISEMENT,2017-02-23T15:05:11.310Z,2017-02-23T15:05:11.310Z
ObjectId(58b61ad805c3240004237451),com.usebutton.sdk,com/usebutton,Button,,,https://www.usebutton.com/,ADVERTISEMENT,2017-03-01T00:50:32.590Z,2017-03-01T00:50:32.590Z
ObjectId(58b61f6905c3240004237452),com.heyzap.sdk.ads,com/heyzap/sdk/ads,HeyZap,,,https://www.heyzap.com/,ADVERTISEMENT,2017-03-01T01:10:01.585Z,2017-03-01T01:10:01.585Z
ObjectId(58b6200805c3240004237453),ly.count.android,ly/count/android,Countly,,,https://count.ly/,ANALYTICS,2017-03-01T01:12:40.486Z,2017-03-01T01:12:40.486Z
ObjectId(58b6202905c3240004237454),com.localytics.android,com/localytics/android,Localytics,,,https://www.localytics.com/,ANALYTICS,2017-03-01T01:13:13.925Z,2017-03-01T01:13:13.925Z
ObjectId(58b6207305c3240004237455),com.mixpanel.android,com/mixpanel/android,Mixpanel,,,https://mixpanel.com/,ANALYTICS,2017-03-01T01:14:27.330Z,2017-03-01T01:14:27.330Z
ObjectId(58b6209005c3240004237456),com.askingpoint.android,com/askingpoint/android,AskingPoint,,,https://www.askingpoint.com/,ANALYTICS,2017-03-01T01:14:56.336Z,2017-03-01T01:14:56.336Z
ObjectId(58b6210305c3240004237457),com.appsee,com/appsee,AppSee,,,https://www.appsee.com/,ANALYTICS,2017-03-01T01:16:51.809Z,2017-03-01T01:16:51.809Z
ObjectId(58b6212305c3240004237458),com.amplitude,com/amplitude,Amplitude,,,https://amplitude.com/,ANALYTICS,2017-03-01T01:17:23.572Z,2017-03-01T01:17:23.572Z
ObjectId(58b6214905c3240004237459),com.facebook.FacebookSdk,com/facebook/,Facebook SDK,,,https://developers.facebook.com/docs/analytics/overview,SOCIAL,2017-03-01T01:18:01.913Z,2017-03-01T01:18:01.913Z
ObjectId(58b6218c05c324000423745a),com.tapstream.sdk,com/tapstream/sdk,Tapstream,,,https://www.tapstream.com/,ANALYTICS,2017-03-01T01:19:08.177Z,2017-03-01T01:19:08.177Z
ObjectId(58b621d705c324000423745b),io.fabric.sdk.android,io/fabric/sdk/android,Fabric,,,https://fabric.io/,ANALYTICS,2017-03-01T01:20:23.193Z,2017-03-01T01:20:23.193Z
ObjectId(58b6225205c324000423745c),com.crashlytics.android,com/crashlytics/android,Crashlytics,,,https://try.crashlytics.com/,DEVELOPER,2017-03-01T01:22:26.122Z,2017-03-01T01:22:26.122Z
ObjectId(58b6229c05c324000423745d),com.appfigure,com/appfigures,AppFigures,,,https://appfigures.com/,ANALYTICS,2017-03-01T01:23:40.644Z,2017-03-01T01:23:40.644Z
ObjectId(58b622bc05c324000423745e),org.piwik.sdk,org/piwik/sdk,Piwik,,,https://piwik.org/,ANALYTICS,2017-03-01T01:24:12.766Z,2017-03-01T01:24:12.766Z
ObjectId(58b6237305c324000423745f),com.google.firebase,com/google/firebase,Google Firebase,,,https://firebase.google.com/,ANALYTICS,2017-03-01T01:27:15.684Z,2017-03-01T01:27:15.684Z
ObjectId(58b6239505c3240004237460),com.amazonaws,com/amazonaws,Amazon Mobile Analytics,,,https://aws.amazon.com/de/mobileanalytics/,ANALYTICS,2017-03-01T01:27:49.307Z,2017-03-01T01:27:49.307Z
ObjectId(58bdb0bcb91c240004ac703b),com.rollbar.android,com/rollbar/android,Rollbar,,,https://rollbar.com/,DEVELOPER,2017-03-06T18:55:56.299Z,2017-03-06T18:55:56.299Z
ObjectId(58bf2dd3a2d0ee0004acb3d7),com.bugsnag.android,com/bugsnag/android,Bugsnag,,,https://www.bugsnag.com/,DEVELOPER,2017-03-07T22:01:55.217Z,2017-03-07T22:01:55.217Z
ObjectId(58bf2fb3a2d0ee0004acb3d8),com.crittercism.app,com/crittercism/app,Crittercism - Apteligent,,,https://www.apteligent.com/,DEVELOPER,2017-03-07T22:09:55.917Z,2017-03-07T22:09:55.917Z
ObjectId(58bf3149a2d0ee0004acb3d9),com.splunk.mint,com/splunk/mint,Splunk - Mint,,,https://mint.splunk.com/,DEVELOPER,2017-03-07T22:16:41.505Z,2017-03-07T22:16:41.505Z
ObjectId(58bf3191a2d0ee0004acb3da),net.hockeyapp.android,net/hockeyapp/android,HockeyApp,,,https://www.hockeyapp.net/,DEVELOPER,2017-03-07T22:17:53.838Z,2017-03-07T22:17:53.838Z
ObjectId(58bf3263a2d0ee0004acb3db),com.instabug.library,com/instabug/library,InstagBug,,,https://instabug.com/,DEVELOPER,2017-03-07T22:21:23.496Z,2017-03-07T22:21:23.496Z
ObjectId(58bf32bea2d0ee0004acb3dc),org.acra,org/acra,ACRA,,,https://github.com/ACRA/acra,DEVELOPER,2017-03-07T22:22:54.849Z,2017-03-07T22:22:54.849Z
ObjectId(58bf3354a2d0ee0004acb3dd),com.testfairy,com/testfairy,TestFairy,,,https://testfairy.com/,DEVELOPER,2017-03-07T22:25:24.009Z,2017-03-07T22:25:24.009Z
ObjectId(58bf342da2d0ee0004acb3de),appaloosa_store.com.appaloosa_android_tools,appaloosa_store/com/appaloosa_android_tools,Appaloosa,,,https://testfairy.com/,DEVELOPER,2017-03-07T22:29:01.148Z,2017-03-07T22:29:01.148Z
ObjectId(58c13721d1492c00048f40a7),com.moat,com/moat,Moat,,,https://moat.com/analytics,ANALYTICS,2017-03-09T11:06:09.765Z,2017-03-09T11:06:09.765Z
ObjectId(58c162f2f6e82d000464e3e6),com.google.android.gms.ads,com/google/android/gms/ads,Google Mobile Ads," "," ",,ADVERTISEMENT,2017-03-09T14:13:06.092Z,2017-03-09T14:13:06.092Z
ObjectId(58c16326f6e82d000464e3e7),com.google.android.gms.analytics,com/google/android/gms/analytics,Google Analytics," "," ",,ANALYTICS,2017-03-09T14:13:58.974Z,2017-03-09T14:13:58.974Z
ObjectId(58c1e788a67daa00044d290f),com.codahale.metrics,com/codahale/metrics,Dropwizard Metrics," "," ",http://metrics.dropwizard.io/,DEVELOPER,2017-03-09T23:38:49.008Z,2017-03-09T23:38:49.008Z
ObjectId(58c1e947a67daa00044d2910),io.branch.referral,io/branch/referral,Branch ," "," ",https://branch.io/,ANALYTICS,2017-03-09T23:46:15.510Z,2017-03-09T23:46:15.510Z
ObjectId(58c1e9c0a67daa00044d2911),com.appboy,com/appboy,AppBoy," "," ",https://www.appboy.com/,ANALYTICS,2017-03-09T23:48:16.207Z,2017-03-09T23:48:16.207Z
ObjectId(58c6cfa39f41510004fe972e),com.adjust.sdk,com/adjust/sdk,Adjust," "," ",https://www.adjust.com/,ANALYTICS,2017-03-13T16:58:11.412Z,2017-03-13T16:58:11.412Z
ObjectId(58c6d0ad9f41510004fe972f),com.amazon.device.associates,com/amazon/device/associates,Amazon Assoicates,,,https://affiliate-program.amazon.com/,ADVERTISEMENT,2017-03-13T17:02:37.629Z,2017-03-13T17:02:37.629Z
ObjectId(58c6d1759f41510004fe9730),com.evernote,com/evernote,Evernote SDK,,,https://github.com/evernote/evernote-sdk-android,SOCIAL,2017-03-13T17:05:57.189Z,2017-03-13T17:05:57.189Z
ObjectId(58c6d20c9f41510004fe9731),com/kahuna/sdk,com/kahuna/sdk,Kahuna,,,https://www.kahuna.com/,ANALYTICS,2017-03-13T17:08:28.310Z,2017-03-13T17:08:28.310Z
ObjectId(58c6d2729f41510004fe9732),com.squareup.leakcanary,com/squareup/leakcanary,LeakCanary,,,https://github.com/square/leakcanary,DEVELOPER,2017-03-13T17:10:10.570Z,2017-03-13T17:10:10.570Z
ObjectId(58c9bff54c7c76000462ab7d),com.twitter.sdk.android,com/twitter/sdk/android,Twitter Kit,,,https://fabric.io/kits/ios/twitterkit,SOCIAL,2017-03-15T22:28:05.791Z,2017-03-15T22:28:05.791Z
